brand_hybrid,Yield,air.sig995_mean,omega.sig995_mean,pres.sfc_mean,rhum.sig995_mean,uwnd.sig995_mean,vwnd.sig995_mean
Golden Harvest G16K01-3111,205.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G10S30-3110,219.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 210-93 VT2PRIB Brand Blend,212.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 217-07VT2PRIB Brand Blend,197.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Green Valley Seed GV8332VT2Pro,204.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5618STXRIB,179.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1314D - 16,180.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-111,211.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 3F-515,218.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7633VT2RIBD1,201.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-605SmartStax,185.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-606DGVT2P,193.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 215-52 VT3PRIB Brand Blend,210.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1413K - 16,196.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 624PRW,195.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7014VT3PRIB,211.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC61-89GENVT2PRIB,185.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2V717,215,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5622STX,200,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5607VT2PRIB,197.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Syngenta NK Seeds NK N70J-3011A,200.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC3859SmartStaxRIB,200.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1212K - 17,174.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1213F - 16,215.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6533VT3PRIB,203.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC4344VT2PRIB,175.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Acres G5621,198.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC3544VT2PRIB,173.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1409VT2P,171,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC65-79GENSSRIB,219.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1408F - 15,177.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC62-98GENVT2PRIB,187.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dyna-Gro D52VC91,195.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-709,174.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Green Valley Seed GV8242VT2ProRIB,184.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 573PRW,193.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 735PRW,167.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-603SmartStax,188,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
ProHarvest 8330VT2P RIB,194.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 62SX1 RIB,205.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
ProHarvest  8388VT2P RIB,187.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 3F-814,183.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7414VT3PRIB,187.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2C799,183.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-811,200.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC64-69GENSSRIB,191.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Green Valley Seed GV8142VT2Pro,187.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6442STXRIB,199.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G09E98-3000GT,192.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 64MX1 RIB,165.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 213-37 VT2PRIB Brand Blend,207.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5H-216,153.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-113,171,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5H-806,197.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1311R - 17,185.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC57-75RIB,192.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC4154VT2PRIB,181.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC4354VT2PRIB,191.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1312SS,197,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 61JX1 RIB,177.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dyna-Gro D51VP32,166,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G07F23-3111,210,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2C788,208.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2V709,202.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC60-55GENDGVT2PRIB,171.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7574VT3PRIB,175.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 344PRW,177.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 60ZX1 RIB,197,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6472VT3PRIB,168.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 653PRW,192.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 63SX1 RIB,172.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1511SS,177.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7213VT2RIB,181.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC63-55GENDGVT2PRIB,207,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6458VT3PRIB,173.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
ProHarvest 8110VT2P RIB,177.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Acres G1518,181.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-707,186.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5579VT3PRIB,160.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-617SmartStax,162.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2V779,184.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1409F - 17,129.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1508P - 12,164.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1414VT2P,267.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 714PRW,262,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-604DGVT2P,257.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 534PRW,270.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 213-57 VT2PRIB Brand Blend,257.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Syngenta NK Seeds NK N74R-3000GT,237.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7268STXRIB,254.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Acres G4598,235.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6559VT2RIB,252.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 594PR DG,248.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6499STXRIB,248.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G16K01-3111,245.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G10S30-3110,239.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 210-93 VT2PRIB Brand Blend,248.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 217-07VT2PRIB Brand Blend,258.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Green Valley Seed GV8332VT2Pro,243.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5618STXRIB,252.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1314D - 16,247.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-111,256.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 3F-515,252.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7633VT2RIBD1,246.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-605SmartStax,243.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-606DGVT2P,247.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 215-52 VT3PRIB Brand Blend,237.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1413K - 16,244.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 624PRW,241.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7014VT3PRIB,233.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC61-89GENVT2PRIB,250.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2V717,235.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5622STX,238.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5607VT2PRIB,251,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Syngenta NK Seeds NK N70J-3011A,244.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC3859SmartStaxRIB,236.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1212K - 17,256.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1213F - 16,243.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6533VT3PRIB,243.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC4344VT2PRIB,250.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Acres G5621,256.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC3544VT2PRIB,248.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1409VT2P,248.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC65-79GENSSRIB,231.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1408F - 15,230.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC62-98GENVT2PRIB,237.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dyna-Gro D52VC91,256.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-709,238.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Green Valley Seed GV8242VT2ProRIB,231.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 573PRW,250.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 735PRW,251.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-603SmartStax,252.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
ProHarvest 8330VT2P RIB,237.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 62SX1 RIB,233,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
ProHarvest  8388VT2P RIB,235.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 3F-814,233.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7414VT3PRIB,240.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2C799,239.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-811,231.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC64-69GENSSRIB,234.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Green Valley Seed GV8142VT2Pro,246.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6442STXRIB,231.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G09E98-3000GT,247.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 64MX1 RIB,248.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 213-37 VT2PRIB Brand Blend,228.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5H-216,233.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-113,236.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5H-806,232.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1311R - 17,241.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC57-75RIB,227.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC4154VT2PRIB,234.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn MC4354VT2PRIB,248.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1312SS,222.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 61JX1 RIB,237.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dyna-Gro D51VP32,251.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G07F23-3111,225.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2C788,218,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2V709,214.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC60-55GENDGVT2PRIB,234.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7574VT3PRIB,242.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 344PRW,238.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 60ZX1 RIB,220.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6472VT3PRIB,247.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 653PRW,229.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 63SX1 RIB,236.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1511SS,233.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Producers Hybrids 7213VT2RIB,241.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC63-55GENDGVT2PRIB,218.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6458VT3PRIB,231.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
ProHarvest 8110VT2P RIB,233.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Acres G1518,232,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-707,220.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
LG Seeds LG5579VT3PRIB,218.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
MFA MorCorn XP-617SmartStax,229.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Mycogen 2V779,206.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1409F - 17,240.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Merschman Seeds M - 1508P - 12,211.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 714PRW,273.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 624PRW,254.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1414VT2P,248.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 735PRW,243.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC65-79GENSSRIB,239,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC62-98GENVT2PRIB,241.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G16K01-3111,245.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Syngenta NK Seeds NK N74R-3000GT,249.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC61-89GENVT2PRIB,239.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5H-216,245.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-510,242.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 3F-515,246.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 210-93 VT2PRIB Brand Blend,231.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 61JX1 RIB,235.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 534PRW,232.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6559STXRIB,234.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC63-55GENDGVT2PRIB,230.9,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-811,238.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6472VT3PRIB,228.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6553VT3PRIB,214.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6573VT3PRIB,215.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 213-57 VT2PRIB Brand Blend,222.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6533VT3PRIB,231.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-713,224.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dyna-Gro D55VP77,247.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 3F-814,231.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 217-07VT2PRIB Brand Blend,218.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 213-37 VT2PRIB Brand Blend,225.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G10S30-3110,212,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 653PRW,228,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 62SX1 RIB,229.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Syngenta NK Seeds NK N70J-3011A,234.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 573PRW,215.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
USA Seeds USA 1141VT2PRIB,222.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC67-57GENVT3PRIB,211.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G07F23-3111,212.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
USA Seeds USA 1081,196.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 60ZX1 RIB,214,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 215-52 VT3PRIB Brand Blend,201,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 64MX1 RIB,210.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-111,203,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1312SS,210.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-513,216.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 63SX1 RIB,219.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 65SV4 RIB,230.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6499STXRIB,219.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC64-69GENSSRIB,218.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC62-08GENSSRIB,190.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 714PRW,266.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 624PRW,272.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Lewis R1414VT2P,269.1,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 735PRW,267.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC65-79GENSSRIB,268.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC62-98GENVT2PRIB,257.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Golden Harvest G16K01-3111,252.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Syngenta NK Seeds NK N74R-3000GT,248.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC61-89GENVT2PRIB,255.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5H-216,248.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5Z-510,245.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 3F-515,237.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Channel 210-93 VT2PRIB Brand Blend,248.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
FS InVISION FS 61JX1 RIB,241.5,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Midland 534PRW,243.6,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6559STXRIB,241.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
Dekalb DKC63-55GENDGVT2PRIB,244.8,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
NuTech/G2 Genetics 5F-811,236.4,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6472VT3PRIB,245.3,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6553VT3PRIB,253.2,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
AgriGold A6573VT3PRIB,251.7,293.1743239,0.013462801,99140.8288,76.11141304,0.358290834,0.915899343
